sensor_ID,power,signal_strength,malfunction
459,3.22,-69,0
460,1.35,-58,1
461,3.38,-52,0
462,4.96,-60,0
463,3.33,-77,0
464,3.16,-53,0
465,4.95,-94,1
466,4.96,-73,0
467,3.61,-66,0
468,4.53,-57,0
469,3.22,-59,0
470,3.82,-60,0
471,4.49,-73,0
472,4.34,-80,0
473,3.38,-70,0
474,3.52,-69,0
475,4.6,-70,0
476,3.09,-74,0
477,3.82,-77,0
478,3.08,-66,0
479,3.52,-54,0
480,3.02,-64,0
481,3.55,-80,0
482,3.77,-61,0
483,3.87,-70,0
484,4.42,-55,0
485,3.86,-54,0
486,3.86,-71,0
487,4.1,-53,0
488,4.42,-79,0
489,3.57,-60,0
490,4.94,-67,0
491,3.92,-66,0
492,3.88,-69,0
493,3.81,-63,0
494,3.22,-58,0
495,4.28,-73,0
496,4.84,-67,0
497,4.36,-72,0
498,4.44,-72,0
499,4.94,-80,0
500,4.85,-68,0
501,4.93,-53,0
502,3.27,-75,0
503,3.15,-53,0
504,4.41,-63,0
505,3.42,-54,0
506,3.52,-66,0
507,4.51,-75,0
508,2.99,-56,1
509,1.26,-60,1
510,4.75,-59,0
511,2.44,-74,1
512,4.52,-73,0
513,2.07,-53,1
514,4.5,-70,0
515,3.04,-78,0
516,3.69,-77,0
517,3.16,-62,0
518,3.25,-56,0
519,3.98,-52,0
520,4.75,-54,0
521,3.23,-66,0
522,4.05,-61,0
523,4.59,-100,1
524,2.51,-65,1
525,4.61,-52,0
526,3.98,-67,0
527,4.17,-70,0
528,3.69,-80,0
529,4.22,-52,0
530,4.44,-78,0
531,3.25,-59,0
532,3.61,-55,0
533,3.75,-65,0
534,3.71,-78,0
535,3.1,-61,0
536,4.36,-62,0
537,3.04,-55,0
538,3.13,-73,0
539,4.01,-65,0
540,3.41,-61,0
541,4.7,-62,0
542,3.6,-69,0
543,4.74,-64,0
544,0.58,-78,1
545,4.86,-64,0
546,4.56,-79,0
547,3.98,-75,0
548,4.9,-66,0
549,3.5,-60,0
550,3.08,-79,0
551,3.68,-51,0
552,4.62,-64,0
553,3.24,-80,0
554,3.58,-74,0
555,2.89,-62,1
556,4.6,-70,0
557,4.2,-67,0
558,3.48,-72,0
559,4.75,-62,0
560,4.51,-68,0
561,4.74,-55,0
562,4.73,-53,0
563,4.41,-99,1
564,4.65,-62,0
565,4.97,-72,0
566,4.75,-59,0
567,2.87,-56,1
568,3.37,-73,0
569,3.94,-80,0
570,4.57,-78,0
571,4.37,-77,0
572,4.45,-63,0
573,3.9,-56,0
574,4.57,-78,0
575,3.92,-53,0
576,3.51,-74,0
577,4.93,-70,0
578,3.24,-100,1
579,4.98,-64,0
580,4.15,-59,0
581,4.96,-60,0
582,4.67,-97,1
583,3.93,-52,0
584,4.77,-62,0
585,3.06,-58,0
586,3.79,-63,0
587,4.47,-74,0
588,3.23,-58,0
589,4.14,-77,0
590,4.17,-50,0
591,4.23,-51,0
592,3.37,-63,0
593,2.68,-72,1
594,4.36,-78,0
595,4.86,-67,0
596,3.57,-56,0
597,3.87,-67,0
598,4.86,-70,0
599,4.09,-74,0
600,3.28,-52,0
601,3.49,-71,0
602,3.01,-76,0
603,4.04,-57,0
604,4.75,-60,0
605,4.59,-77,0
606,4.32,-72,0
607,3.91,-69,0
608,4.98,-69,0
609,3.25,-61,0
610,1.09,-63,1
611,4.75,-57,0
612,3.18,-74,0
613,4.71,-67,0
614,3.91,-58,0
615,3.08,-56,0
616,4.02,-68,0
617,4.88,-53,0
618,4.35,-58,0
619,4.19,-57,0
620,3.18,-62,0
621,4.87,-73,0
622,4.9,-72,0
623,3.44,-55,0
624,3.99,-58,0
625,4.47,-59,0
626,3.95,-72,0
627,4.36,-66,0
628,3.11,-55,0
629,3.58,-75,0
630,4.98,-59,0
631,3.2,-68,0
632,3.82,-61,0
633,4.57,-57,0
634,4.24,-57,0
635,4.19,-70,0
636,4.66,-66,0
637,3.91,-75,0
638,3.06,-66,0
639,4.53,-71,0
640,3.15,-76,0
641,3.82,-61,0
642,4.69,-63,0
643,4.89,-51,0
644,4.98,-70,0
645,3.78,-58,0
646,4.98,-52,0
647,4.08,-71,0
648,4.0,-73,0
649,4.04,-57,0
650,3.55,-55,0
651,4.18,-69,0
652,3.07,-74,0
653,3.66,-59,0
654,3.33,-68,0
655,3.96,-78,0
656,3.93,-61,0
657,4.41,-67,0
658,4.75,-72,0
659,3.02,-73,0
660,4.92,-77,0
661,3.08,-62,0
662,4.59,-79,0
663,3.7,-80,0
664,4.68,-80,0
665,4.32,-73,0
666,4.73,-80,0
667,4.69,-71,0
668,4.01,-67,0
669,4.66,-100,1
670,3.78,-63,0
671,3.72,-80,0
672,3.21,-58,0
673,4.63,-55,0
674,2.38,-61,1
675,3.69,-74,0
676,3.4,-79,0
677,3.0,-79,0
678,0.84,-63,1
679,3.38,-52,0
680,4.29,-59,0
681,0.77,-69,1
682,3.81,-73,0
683,3.97,-74,0
684,3.47,-76,0
685,4.7,-71,0
686,2.6,-64,1
687,3.32,-59,0
688,0.78,-51,1
689,3.61,-50,0
690,3.78,-65,0
691,3.4,-98,1
692,3.43,-60,0
693,4.22,-71,0
694,4.69,-54,0
695,3.85,-65,0
696,4.6,-50,0
697,3.12,-67,0
698,4.67,-50,0
699,3.58,-51,0
700,4.35,-71,0
701,4.81,-80,0
702,3.89,-68,0
703,2.81,-66,1
704,3.87,-64,0
705,4.85,-77,0
706,4.08,-60,0
707,4.33,-58,0
708,3.07,-51,0
709,3.3,-65,0
710,3.87,-54,0
711,4.67,-66,0
712,4.17,-58,0
713,3.68,-67,0
714,4.26,-54,0
715,4.91,-53,0
716,4.61,-54,0
717,3.22,-72,0
718,3.35,-73,0
719,4.18,-60,0
720,3.71,-51,0
721,3.41,-53,0
722,3.66,-75,0
723,3.54,-51,0
724,4.73,-52,0
725,3.33,-52,0
726,4.16,-57,0
727,4.3,-61,0
728,2.85,-63,1
729,4.31,-77,0
730,4.46,-63,0
731,4.34,-80,0
732,0.27,-57,1
733,3.95,-64,0
734,4.02,-70,0
735,4.0,-58,0
736,4.9,-76,0
737,4.39,-66,0
738,4.21,-78,0
739,3.79,-62,0
740,3.83,-51,0
741,3.72,-80,0
742,4.8,-50,0
743,4.97,-75,0
744,4.68,-50,0
745,3.66,-64,0
746,3.54,-51,0
747,3.03,-59,0
748,0.75,-90,1
749,3.11,-60,0
750,4.43,-71,0
751,4.04,-71,0
752,4.38,-69,0
753,3.76,-51,0
754,4.0,-73,0
755,4.28,-70,0
756,3.09,-51,0
757,4.08,-71,0
758,4.96,-66,0
759,4.58,-74,0
760,3.6,-55,0
761,4.18,-55,0
762,3.85,-51,0
763,3.96,-71,0
764,3.65,-91,1
765,4.0,-61,0
766,4.74,-68,0
767,3.36,-56,0
768,3.03,-65,0
769,4.35,-79,0
770,3.76,-72,0
771,4.54,-67,0
772,3.85,-70,0
773,4.11,-77,0
774,3.94,-59,0
775,4.41,-56,0
776,4.32,-71,0
777,4.26,-67,0
778,4.04,-74,0
779,4.22,-70,0
780,3.08,-58,0
781,4.31,-68,0
782,3.07,-61,0
783,3.13,-71,0
784,3.05,-50,0
785,3.72,-68,0
786,4.37,-92,1
787,4.78,-55,0
788,3.9,-62,0
789,3.98,-61,0
790,3.76,-63,0
791,3.0,-75,0
792,3.32,-63,0
793,4.15,-75,0
794,3.94,-58,0
795,3.84,-71,0
796,3.17,-71,0
797,3.64,-66,0
798,4.39,-66,0
799,3.82,-68,0
800,3.07,-54,0
801,4.74,-80,0
802,4.96,-50,0
803,4.16,-74,0
804,3.57,-80,0
805,1.43,-77,1
806,3.21,-71,0
807,4.53,-70,0
808,4.35,-79,0
809,4.75,-56,0
810,3.41,-70,0
811,4.78,-73,0
812,3.15,-53,0
813,4.83,-65,0
814,4.21,-67,0
815,3.58,-64,0
816,3.94,-76,0
817,4.48,-53,0
818,4.63,-55,0
819,4.94,-62,0
820,3.0,-63,0
821,2.12,-57,1
822,3.7,-79,0
823,4.53,-80,0
824,3.92,-75,0
825,3.06,-74,0
826,3.55,-56,0
827,3.8,-77,0
828,3.99,-54,0
829,4.72,-70,0
830,4.86,-76,0
831,4.47,-55,0
832,4.74,-66,0
833,2.48,-64,1
834,3.13,-70,0
835,3.21,-59,0
836,3.53,-56,0
837,4.66,-58,0
838,3.97,-72,0
839,2.1,-76,1
840,4.43,-63,0
841,4.57,-67,0
842,4.03,-54,0
843,3.16,-65,0
844,4.16,-67,0
845,3.4,-79,0
846,3.04,-74,0
847,4.54,-72,0
848,3.05,-61,0
849,4.39,-74,0
850,3.71,-52,0
851,4.57,-51,0
852,3.49,-73,0
853,3.82,-75,0
854,3.06,-66,0
855,3.08,-77,0
856,4.94,-97,1
857,3.53,-62,0
858,4.21,-59,0
859,3.79,-71,0
860,3.61,-62,0
861,4.7,-64,0
862,4.98,-59,0
863,3.96,-66,0
864,3.0,-68,0
865,3.94,-67,0
866,3.6,-52,0
867,4.26,-58,0
868,4.16,-80,0
869,3.59,-79,0
870,3.35,-65,0
871,3.62,-50,0
872,4.18,-61,0
873,3.71,-54,0
874,4.62,-78,0
875,4.17,-62,0
876,4.99,-76,0
877,3.19,-72,0
878,3.03,-57,0
879,4.54,-55,0
880,4.5,-62,0
881,4.37,-57,0
882,3.91,-53,0
883,4.0,-78,0
884,2.83,-64,1
885,3.71,-52,0
886,4.79,-92,1
887,3.17,-76,0
888,3.34,-69,0
889,3.87,-70,0
890,3.55,-68,0
891,4.08,-77,0
892,3.61,-59,0
893,4.82,-64,0
894,4.0,-57,0
895,5.0,-61,0
896,4.32,-61,0
897,4.35,-50,0
898,4.5,-74,0
899,3.17,-80,0
900,3.48,-70,0
901,0.79,-72,1
902,4.43,-52,0
903,4.56,-91,1
904,3.76,-67,0
905,5.0,-78,0
906,3.16,-74,0
907,3.71,-63,0
908,4.78,-90,1
909,3.44,-80,0
910,3.41,-65,0
911,3.19,-80,0
912,4.67,-98,1
913,3.22,-74,0
914,3.71,-77,0
915,4.08,-63,0
916,3.84,-54,0
917,3.3,-58,0
918,3.63,-58,0
919,4.97,-95,1
920,4.31,-52,0
921,3.51,-59,0
922,4.38,-57,0
923,4.03,-64,0
924,4.44,-72,0
925,4.19,-59,0
926,3.75,-92,1
927,4.16,-79,0
928,1.09,-66,1
929,3.84,-74,0
930,3.1,-54,0
931,2.39,-79,1
932,3.3,-94,1
933,4.67,-57,0
934,3.03,-51,0
935,3.43,-60,0
936,3.21,-69,0
937,2.51,-71,1
938,4.41,-65,0
939,3.41,-52,0
940,3.65,-51,0
941,0.57,-77,1
942,3.89,-50,0
943,3.22,-73,0
944,4.06,-60,0
945,4.69,-74,0
946,4.5,-98,1
947,4.7,-90,1
948,3.18,-68,0
949,4.69,-70,0
950,4.96,-54,0
951,4.09,-75,0
952,4.4,-69,0
953,4.29,-79,0
954,3.23,-74,0
955,4.8,-66,0
956,2.14,-51,1
957,3.6,-64,0
958,3.95,-62,0
959,4.28,-73,0
960,4.95,-62,0
961,3.52,-70,0
962,3.82,-59,0
963,3.42,-51,0
964,3.56,-77,0
965,3.91,-74,0
966,3.43,-91,1
967,3.61,-52,0
968,4.37,-74,0
969,4.98,-75,0
970,4.46,-74,0
971,4.77,-62,0
972,4.59,-58,0
973,4.72,-68,0
974,4.88,-74,0
975,3.77,-52,0
976,3.58,-54,0
977,3.49,-99,1
978,3.92,-67,0
979,3.41,-76,0
980,4.98,-60,0
981,4.91,-59,0
982,4.24,-67,0
983,3.55,-74,0
984,4.8,-76,0
985,4.16,-77,0
986,4.24,-78,0
987,3.73,-64,0
988,3.48,-68,0
989,3.54,-62,0
990,1.1,-76,1
991,3.37,-54,0
992,4.41,-79,0
993,3.36,-79,0
994,3.27,-64,0
995,4.5,-51,0
996,4.38,-52,0
997,4.66,-58,0
998,3.15,-75,0
999,3.53,-66,0
1000,4.69,-57,0
1001,4.83,-65,0
1002,4.37,-69,0
1003,3.42,-64,0
1004,4.65,-70,0
1005,4.26,-76,0
1006,4.6,-56,0
1007,3.49,-62,0
1008,4.45,-97,1
1009,4.95,-60,0
1010,4.56,-100,1
1011,3.24,-65,0
1012,4.99,-76,0
1013,4.62,-71,0
1014,3.11,-65,0
1015,3.32,-59,0
1016,4.4,-68,0
1017,3.28,-58,0
1018,4.57,-73,0
1019,4.18,-66,0
1020,4.9,-75,0
1021,3.8,-56,0
1022,3.26,-78,0
1023,4.74,-56,0
1024,4.19,-57,0
1025,2.65,-76,1
1026,4.32,-92,1
1027,4.26,-93,1
1028,4.55,-98,1
1029,4.21,-70,0
1030,4.75,-80,0
1031,3.79,-77,0
1032,3.93,-75,0
1033,4.88,-65,0
1034,2.29,-90,1
1035,3.81,-80,0
1036,4.09,-57,0
1037,3.86,-57,0
1038,4.9,-66,0
1039,3.08,-69,0
1040,3.19,-64,0
1041,3.32,-66,0
1042,3.16,-65,0
1043,3.79,-64,0
1044,3.25,-69,0
1045,3.76,-71,0
1046,3.07,-68,0
1047,3.26,-76,0
1048,4.43,-53,0
1049,4.58,-99,1
1050,4.01,-51,0
1051,3.66,-63,0
1052,4.9,-76,0
1053,4.96,-58,0
1054,3.02,-57,0
1055,4.12,-72,0
1056,4.84,-60,0
1057,1.19,-55,1
1058,4.27,-64,0
1059,3.35,-60,0
1060,4.12,-66,0
1061,3.3,-74,0
1062,3.72,-60,0
1063,4.65,-67,0
1064,3.71,-62,0
1065,3.77,-77,0
1066,3.45,-61,0
1067,3.72,-79,0
1068,3.68,-77,0
1069,4.95,-73,0
1070,4.04,-74,0
1071,0.53,-74,1
1072,4.5,-75,0
1073,4.37,-52,0
1074,4.23,-66,0
1075,3.32,-60,0
1076,3.03,-79,0
1077,4.95,-50,0
1078,4.73,-62,0
1079,4.82,-62,0
1080,3.41,-77,0
1081,4.65,-55,0
1082,3.39,-73,0
1083,4.73,-77,0
1084,3.37,-68,0
1085,4.38,-78,0
1086,1.86,-58,1
1087,3.07,-68,0
1088,3.74,-52,0
1089,4.84,-52,0
1090,4.6,-50,0
1091,4.37,-57,0
1092,4.66,-54,0
1093,4.78,-55,0
1094,4.15,-77,0
1095,3.77,-90,1
1096,4.87,-55,0
1097,4.61,-57,0
1098,4.95,-76,0
1099,4.82,-56,0
1100,3.05,-51,0
1101,4.19,-58,0
1102,3.22,-76,0
1103,3.07,-56,0
1104,3.99,-59,0
1105,3.37,-78,0
1106,3.67,-54,0
1107,4.84,-53,0
1108,3.8,-57,0
1109,4.44,-63,0
1110,3.51,-67,0
1111,3.33,-64,0
1112,3.91,-58,0
1113,4.23,-68,0
1114,3.97,-66,0
1115,3.37,-91,1
1116,3.96,-61,0
1117,4.01,-52,0
1118,4.83,-77,0
1119,3.98,-62,0
1120,4.75,-65,0
1121,4.69,-59,0
1122,4.67,-51,0
1123,4.88,-61,0
1124,4.29,-60,0
1125,3.13,-56,0
1126,4.34,-63,0
1127,3.21,-58,0
1128,4.17,-67,0
1129,4.2,-79,0
1130,3.24,-73,0
1131,4.35,-69,0
1132,3.01,-66,0
1133,3.42,-67,0
1134,3.79,-63,0
1135,3.5,-50,0
1136,3.21,-80,0
1137,4.33,-74,0
1138,3.8,-78,0
1139,4.19,-68,0
1140,3.72,-59,0
1141,4.14,-80,0
1142,3.53,-53,0
1143,4.13,-64,0
1144,4.36,-79,0
1145,4.31,-60,0
1146,3.87,-80,0
1147,4.94,-64,0
1148,4.62,-66,0
1149,4.75,-59,0
1150,4.95,-79,0
1151,4.04,-64,0
1152,3.19,-77,0
1153,4.13,-53,0
1154,3.54,-72,0
1155,4.99,-50,0
1156,4.54,-63,0
1157,4.91,-56,0
1158,3.99,-54,0
1159,3.58,-50,0
1160,3.71,-70,0
1161,3.74,-73,0
1162,3.87,-68,0
1163,4.03,-80,0
1164,4.95,-61,0
1165,3.97,-69,0
1166,4.54,-72,0
1167,4.7,-60,0
1168,3.68,-71,0
1169,4.67,-80,0
1170,4.26,-70,0
1171,3.53,-72,0
1172,4.49,-66,0
1173,3.18,-58,0
1174,4.88,-60,0
1175,3.43,-80,0
1176,3.8,-66,0
1177,3.37,-74,0
1178,4.84,-69,0
1179,4.1,-57,0
1180,4.62,-70,0
1181,4.32,-90,1
1182,3.38,-54,0
1183,3.39,-65,0
1184,3.83,-68,0
1185,3.37,-72,0
1186,3.81,-74,0
1187,3.86,-53,0
1188,3.99,-73,0
1189,3.69,-69,0
1190,3.3,-60,0
1191,3.74,-53,0
1192,4.88,-57,0
1193,3.46,-53,0
1194,3.57,-55,0
1195,1.64,-69,1
1196,3.53,-72,0
1197,4.25,-79,0
1198,3.27,-55,0
1199,4.73,-80,0
1200,4.51,-55,0
1201,3.22,-72,0
1202,4.87,-71,0
1203,4.78,-53,0
1204,4.51,-53,0
1205,3.97,-97,1
1206,4.76,-53,0
1207,3.89,-75,0
1208,3.46,-64,0
1209,4.09,-97,1
1210,3.39,-75,0
1211,3.92,-78,0
1212,3.27,-52,0
1213,1.24,-67,1
1214,3.22,-54,0
1215,4.65,-51,0
1216,4.86,-53,0
1217,4.73,-64,0
1218,3.89,-72,0
1219,3.62,-69,0
1220,3.45,-57,0
1221,3.81,-79,0
1222,3.15,-75,0
1223,3.99,-61,0
1224,3.45,-57,0
1225,3.58,-75,0
1226,4.74,-79,0
1227,3.87,-51,0
1228,3.79,-56,0
1229,3.57,-67,0
1230,3.69,-64,0
1231,4.11,-64,0
1232,3.6,-69,0
1233,4.0,-52,0
1234,3.52,-69,0
1235,4.45,-51,0
1236,3.47,-72,0
1237,4.61,-78,0
1238,3.56,-80,0
1239,3.57,-72,0
1240,4.21,-56,0
1241,4.86,-54,0
1242,3.6,-51,0
1243,1.77,-57,1
1244,3.38,-73,0
1245,3.91,-68,0
1246,3.39,-57,0
