Voltage,Current,Signal_Strength,Response_Frequency,Timestamp,Hour,Anomaly_Score
0.35763787557605187,0.49034118789869513,0.16850406685239472,0.9956404553099317,2025-04-05 20:07:51,20,-1
0.037180786412717826,0.84432405005825,0.013796652518434316,0.9993172098685408,2025-04-06 02:07:51,2,-1
0.021829030116637727,0.3331964709534635,0.0581788048935441,0.9904784271509729,2025-04-06 12:07:51,12,-1
0.0507133900539094,0.5633889795741244,0.15807919311478114,0.9995051191223715,2025-04-07 06:07:51,6,-1
0.14963793330147768,0.5128166611587904,0.19792578533334582,0.9891805270773616,2025-04-07 08:07:51,8,-1
0.21810509875858308,0.6298740532294514,0.10224485738461175,0.9998913069255275,2025-04-08 01:07:51,1,-1
0.1250853855256704,0.965193560124311,0.10543484722015695,0.9906553242367985,2025-04-08 19:07:51,19,-1
0.00733032733523431,0.5880041793097462,0.11102570760986841,0.9964883208160501,2025-04-09 00:07:51,0,-1
0.19711549254219607,0.9533299284643707,0.11771848591296763,0.9938060424111091,2025-04-09 07:07:51,7,-1
0.0918627994907335,0.6610486328783494,0.1197376917169608,0.9914259855164157,2025-04-09 14:07:51,14,-1
0.268404789927555,0.8532902049931402,0.16086480958768457,0.9972785778021932,2025-04-10 04:07:51,4,-1
0.23029879321790392,0.4051126444148466,0.06692830322828258,0.9956930160901942,2025-04-10 07:07:51,7,-1
0.08900218394527637,0.421279095773623,0.19127464282103657,0.9966961234025691,2025-04-10 14:07:51,14,-1
0.29132018048816466,0.39471777975838784,0.1090929545939594,0.9922045041267178,2025-04-11 02:07:51,2,-1
0.37114161650434085,0.4787980144940599,0.09560671980455338,0.9962088022294628,2025-04-11 03:07:51,3,-1
0.17806610202648332,0.5093583824869563,0.03191626456249819,0.997806876145325,2025-04-11 11:07:51,11,-1
0.3392258699702715,0.9258940284606988,0.09467586676923112,0.9977287671352907,2025-04-12 10:07:51,10,-1
0.13158190115482937,0.4231517737030621,0.02026654629034641,0.9975492866543763,2025-04-12 12:07:51,12,-1
0.010116380872359665,0.4906716604744786,0.010102171349506417,0.9975092023628375,2025-04-13 02:07:51,2,-1
0.3006813203729064,0.7285518291156353,0.17347555233798007,0.9990096906126043,2025-04-13 09:07:51,9,-1
0.3561249883747408,0.8794776530438527,0.09169137487083368,0.9985551678425837,2025-04-13 10:07:51,10,-1
0.008370988483777708,0.5732831282066688,0.06929852215751353,0.9927910181471957,2025-04-13 11:07:51,11,-1
0.16796014380044988,0.4532448067403054,0.18836726016709138,0.9958550437729512,2025-04-14 00:07:51,0,-1
0.23157356303776866,0.9854758971996622,0.1899155073553198,0.9895012014096719,2025-04-14 12:07:51,12,-1
0.0084231017154075,0.7637888847718906,0.04465339524668144,0.9938200070306443,2025-04-15 12:07:51,12,-1
0.0644271873927671,0.7531136191420398,0.07836057903320448,0.997557120174968,2025-04-15 18:07:51,18,-1
0.3608536628386161,0.8106458902897811,0.1618778337872424,0.9911290974669966,2025-04-15 23:07:51,23,-1
0.014990170642772638,0.34449262445296774,0.17681832011608756,0.9955093688430077,2025-04-16 07:07:51,7,-1
0.1080146943278355,0.8604938395238525,0.073270848702079,0.9984826422993541,2025-04-16 16:07:51,16,-1
0.0009019597782062849,0.6534410874216797,0.026066866119644816,0.9919445098163776,2025-04-16 19:07:51,19,-1
0.3352083406826356,0.9685216526299275,0.14780229549859114,0.9890594646595838,2025-04-17 21:07:51,21,-1
3.768187517882993e-05,0.7013262298420074,0.16977028707907804,0.9894100325636357,2025-04-19 00:07:51,0,-1
0.3702292340798088,0.6848827156166651,0.12259319469502028,0.9958199953160786,2025-04-19 10:07:51,10,-1
0.3804843163225058,0.6012197442342551,0.0907597615471647,0.9917985182312454,2025-04-20 01:07:51,1,-1
0.28140423512207335,0.9711854618771512,0.13162075848886468,0.9964868564953315,2025-04-20 03:07:51,3,-1
0.014487478393052644,0.4689773042116894,0.05552781948081664,0.9882551240034405,2025-04-20 12:07:51,12,-1
0.3046138650058847,0.3759375907547794,0.13490562430707476,0.9959586414875251,2025-04-21 05:07:51,5,-1
0.09632128689215946,0.7473653991875048,0.16229599237806958,0.9884610932127997,2025-04-22 08:07:51,8,-1
0.16156625115050005,0.9534534384169362,0.04766279659223582,0.9886950154713223,2025-04-22 10:07:51,10,-1
0.032233236375998064,0.8940618417670603,0.14413700540066854,0.9932289571874529,2025-04-22 17:07:51,17,-1
0.3881994798297743,0.33407105494190026,0.19495665926259198,0.9973604845220586,2025-04-23 06:07:51,6,-1
0.06485932634428115,0.47335690036752565,0.11463147513325911,0.9899475573177988,2025-04-23 10:07:51,10,-1
0.059222278165999453,0.8580970788227166,0.0014720983080045436,0.9986930401860084,2025-04-23 14:07:51,14,-1
0.33475776166454474,0.5380293820162834,0.0025368221151556014,0.9922709580962364,2025-04-24 00:07:51,0,-1
0.2675517364128783,0.33295278915515863,0.003278243306556794,0.9933771631112326,2025-04-24 03:07:51,3,-1
0.07057093653089441,0.5744347750616715,0.15602625451728858,0.9882259923546745,2025-04-25 05:07:51,5,-1
0.39321116922849964,0.565849164304956,0.028141432919849274,0.9882144682696701,2025-04-25 19:07:51,19,-1
0.3785304710074051,0.7513510987378619,0.15025286490154266,0.9894560217582344,2025-04-27 12:07:51,12,-1
0.11897851652069624,0.4917331784451766,0.005082367538713051,0.9924653436953589,2025-04-28 09:07:51,9,-1
0.10799785774530912,0.9936075254280288,0.09056880912654952,0.9966494318102271,2025-04-28 17:07:51,17,-1
0.1427790302769858,0.9651267979877893,0.18919097256825634,0.9963855802648236,2025-04-30 05:07:51,5,-1
0.1085703015512105,0.6912718520818104,0.05459328504928784,0.9991354555237464,2025-04-30 06:07:51,6,-1
0.18372078852931661,0.3542799536670773,0.04464447186239884,0.9905209638820891,2025-04-30 21:07:51,21,-1
0.03968783372511808,0.6860076576170591,0.09942868932471338,0.9913149471477842,2025-05-01 06:07:51,6,-1
0.07079382081386476,0.9449345897967427,0.06847302908100938,0.9916735033380323,2025-05-01 08:07:51,8,-1
0.17248196882185618,0.4738776450323964,0.013733068403523063,0.9928039946478722,2025-05-01 18:07:51,18,-1
0.2909914662578852,0.6281682806413171,0.02578303847517227,0.9930926205950257,2025-05-02 05:07:51,5,-1
0.10876512486330325,0.6592293646581278,0.07233401339792156,0.9892888630004394,2025-05-02 06:07:51,6,-1
0.05914050047944208,0.5680356242760481,0.11895483481065061,0.9966784682186213,2025-05-02 07:07:51,7,-1
0.38831813764948486,0.7123820396500329,0.18253730909984944,0.9892443262215126,2025-05-02 16:07:51,16,-1
0.2766338700728945,0.37890182961635144,0.184326587701652,0.9938524125671957,2025-05-02 18:07:51,18,-1
0.34935026826288196,0.9756151296353786,0.008674269803565782,0.9926884085514807,2025-05-03 15:07:51,15,-1
0.3410754888221128,0.6423986300409585,0.044496475733386776,0.989841519068694,2025-05-04 05:07:51,5,-1
0.36812706649006977,0.7146920095736904,0.15085873468371624,0.9960139999537132,2025-05-06 03:07:51,3,-1
0.3441581869085151,0.9838902964572672,0.09159669896404932,0.99990022380535,2025-05-08 06:07:51,6,-1
0.11432841277527839,0.3678226530605433,0.1757815269018932,0.9970751086525974,2025-05-09 03:07:51,3,-1
0.06362865233579562,0.7762967710492672,0.132075691026579,0.9971044903073398,2025-05-10 21:07:51,21,-1
0.3033631474467724,0.9763194701756847,0.13492034989190027,0.9982956378290567,2025-05-10 22:07:51,22,-1
0.21498311531295222,0.3462952021390589,0.1579618486107044,0.9966526699828729,2025-05-11 05:07:51,5,-1
0.2987683639010843,0.852292111052138,0.035600942013268355,0.9943991399222972,2025-05-11 09:07:51,9,-1
0.10025543500918843,0.4158212911129583,0.034361031764907235,0.990616216159072,2025-05-12 01:07:51,1,-1
0.23185016403641834,0.9614081469835198,0.09827367127256714,0.9949334741240006,2025-05-13 07:07:51,7,-1
0.3696271258189796,0.8218619292254591,0.1745791508887664,0.9989657014658161,2025-05-13 22:07:51,22,-1
0.09521327941350988,0.8355448291056211,0.16987720762976588,0.9914529742568132,2025-05-14 00:07:51,0,-1
0.15648641367964333,0.5600508727480297,0.16717082120565063,0.9902644339402781,2025-05-14 18:07:51,18,-1
0.19101984792557292,0.7702214166257748,0.01587179953869322,0.9990034404631959,2025-05-15 02:07:51,2,-1
0.2737067099393564,0.9425478434160851,0.13165639200323143,0.9995428343096583,2025-05-15 09:07:51,9,-1
0.26796703878186534,0.8873121897646968,0.07134681899457207,0.9998281744639801,2025-05-15 20:07:51,20,-1
0.32864127175527025,0.5082968645162583,0.13013431474020853,0.9995521083408756,2025-05-16 00:07:51,0,-1
0.02816680082483214,0.9427781727870856,0.06292744586311816,0.9915632149873298,2025-05-16 13:07:51,13,-1
0.37816888535409765,0.4692176479031682,0.10340037562646032,0.9998408652435407,2025-05-16 21:07:51,21,-1
0.09387998242581475,0.8665257985586056,0.1903373473423533,0.9955461316265751,2025-05-17 04:07:51,4,-1
0.2912849038390617,0.6866619265549736,0.03377216843259978,0.9913861631358998,2025-05-18 14:07:51,14,-1
0.33608063600591387,0.89659212674124,0.14369991963151962,0.9881455380504811,2025-05-18 22:07:51,22,-1
0.3244762219350208,0.8711323859786161,0.18156083876370976,0.9989036761735924,2025-05-19 03:07:51,3,-1
0.3546201185936806,0.7514545800494707,0.13905245703485547,0.9975079523329559,2025-05-19 13:07:51,13,-1
0.2996358487722126,0.5547966926037567,0.18122541154958438,0.9942483386983823,2025-05-19 14:07:51,14,-1
0.28955955500110675,0.8985449192345053,0.08468871904358477,0.99185388860248,2025-05-20 04:07:51,4,-1
0.20353904964707348,0.4818223392785016,0.006570611970295959,0.9896635743387772,2025-05-22 01:07:51,1,-1
0.3799695979424096,0.5275410503686939,0.03905359146509935,0.9944195213618917,2025-05-22 04:07:51,4,-1
0.25669534765137736,0.4557049914711371,0.10084292568799658,0.9971573010935786,2025-05-22 08:07:51,8,-1
0.3672339258741397,0.7046509842407976,0.13766853216751018,0.9922059922575293,2025-05-22 10:07:51,10,-1
0.28121983445630705,0.9591182057008188,0.11855044144042082,0.9975555248987381,2025-05-23 04:07:51,4,-1
0.016466177710930507,0.67701479782756,0.06439398206163705,0.9938961278979146,2025-05-23 12:07:51,12,-1
0.3579890385830333,0.8542749465068381,0.07833945102019402,0.9928891514454299,2025-05-24 21:07:51,21,-1
0.23773414875842236,0.42593241668919896,0.12900460628698052,0.997412461955043,2025-05-24 23:07:51,23,-1
0.0455549818645955,0.434080735451696,0.18264334931666193,0.9955855254254173,2025-05-26 00:07:51,0,-1
0.27123654276010933,0.3690544144793722,0.08620973590443937,0.9958371623931201,2025-05-26 01:07:51,1,-1
0.2620806488337861,0.9730881827680249,0.1448869898397669,0.9907531599088703,2025-05-26 12:07:51,12,-1
0.08431359658265491,0.4504908686087773,0.049549672208682116,0.991594453829325,2025-05-27 17:07:51,17,-1
0.38465177136883044,0.4567998905100961,0.15616816833952463,0.9883171016754783,2025-05-28 08:07:51,8,-1
0.2136690601338591,0.42961768662520744,0.09227099469744915,0.993669027231032,2025-05-28 19:07:51,19,-1
0.15889324323890963,0.7803425565224938,0.18627246569533984,0.9987942687963304,2025-05-29 23:07:51,23,-1
0.0456062933542003,0.4774527574431437,0.08091888929795532,0.9925703343003724,2025-05-30 02:07:51,2,-1
0.23269680361489464,0.8948095776961055,0.0829543412634679,0.9899941655748152,2025-05-30 13:07:51,13,-1
0.36358279269196125,0.8111265776727388,0.0708976686498124,0.9933801869930415,2025-05-31 02:07:51,2,-1
0.36490727051738037,0.42466059798845684,0.12205010872423516,0.9921148710316791,2025-05-31 23:07:51,23,-1
0.3640141299014501,0.3356065840819038,0.009153171431797613,0.9975336553283322,2025-06-01 18:07:51,18,-1
0.3327942954451433,0.9566646971836393,0.07503011592176478,0.9946648010347676,2025-06-02 10:07:51,10,-1
0.024703275276521053,0.48218619292254594,0.03959465666948869,0.997026321772073,2025-06-02 22:07:51,22,-1
0.19659355848387405,0.465221934032333,0.08189774053707621,0.9903491026309297,2025-06-03 05:07:51,5,-1
0.060251714926191635,0.597090506090376,0.011213312760998129,0.9895330474090381,2025-06-03 22:07:51,22,-1
0.26713723578591586,0.4057468847118046,0.18372423925498005,0.9920032493157694,2025-06-04 01:07:51,1,-1
0.39491246580570283,0.9763762179917282,0.1947683478436033,0.9983246147122184,2025-06-04 09:07:51,9,-1
0.10314892197767334,0.705331958033321,0.04327539262540725,0.9935837275729164,2025-06-04 12:07:51,12,-1
0.21036908995866255,0.34135814214326493,0.00022650590462980347,0.9884026751496632,2025-06-04 15:07:51,15,-1
0.07324715141058524,0.34433239532531523,0.1555882283915,0.9935164164400502,2025-06-05 00:07:51,0,-1
0.06987422271110688,0.6183709371067293,0.10296729137492688,0.996049512707399,2025-06-05 01:07:51,1,-1
0.2692506277640061,0.9921988443474169,0.09575167478017743,0.9937237428247095,2025-06-05 17:07:51,17,-1
0.24203228775483399,0.3385774991571281,0.18775122653017395,0.9941238357221683,2025-06-05 19:07:51,19,-1
0.35979776859159607,0.9107456996838814,0.027391568526279553,0.9930289166912467,2025-06-07 10:07:51,10,-1
0.05729649382177637,0.39274162051733985,0.1920990554877844,0.9889956893255258,2025-06-07 12:07:51,12,-1
0.0574849031976683,0.9797744107406926,0.08660726667195817,0.99420894489954,2025-06-08 07:07:51,7,-1
0.023346727770099163,0.8570155322110619,0.03452371346356853,0.9942984946592534,2025-06-08 08:07:51,8,-1
0.17243787301047742,0.9023370085889489,0.1350091435677898,0.9975500842924913,2025-06-08 13:07:51,13,-1
0.3766688260251878,0.9024304755800795,0.01837166763866893,0.9926295857167634,2025-06-08 16:07:51,16,-1
0.24268250053716733,0.6039236107633916,0.0519503226793796,0.9901651577575807,2025-06-11 17:07:51,17,-1
0.26746434653214535,0.6722780242413319,0.18177542014584458,0.999695564151105,2025-06-11 19:07:51,19,-1
0.37120735935039684,0.8140374068250932,0.12439117659763665,0.9907541718378221,2025-06-11 20:07:51,20,-1
0.26197642237052676,0.45639597958413874,0.1440075963209808,0.9972133738625563,2025-06-11 21:07:51,21,-1
0.32834061849586815,0.7458031651928926,0.03578677249133544,0.9927898276425465,2025-06-12 02:07:51,2,-1
0.342223583402016,0.9598425748820815,0.09882287956530433,0.9972571963386935,2025-06-12 07:07:51,7,-1
0.01965149877654171,0.5511715085906179,0.037068078439429275,0.9930902395857273,2025-06-12 10:07:51,10,-1
0.20608939102882773,0.8491843335970438,0.14378787298870987,0.9882341711216145,2025-06-12 13:07:51,13,-1
0.06155454571693397,0.8432525177670737,0.1182297598187092,0.994879508548252,2025-06-13 02:07:51,2,-1
0.11796190763290482,0.7589352774467488,0.14924064100550805,0.9981594202870946,2025-06-13 05:07:51,5,-1
0.22442442940020113,0.43900444302018565,0.19847915520440318,0.9924077113652908,2025-06-13 06:07:51,6,-1
0.17400287344341803,0.923006566056127,0.16400588087037926,0.9935522030098054,2025-06-14 01:07:51,1,-1
0.3591563749715383,0.6340333343347654,0.09058267438508749,0.9962440292620329,2025-06-14 04:07:51,4,-1
0.01949836604975319,0.8871085652483052,0.12781355456870602,0.9924159377524168,2025-06-14 08:07:51,8,-1
0.20506636820483548,0.9135931048065401,0.00680340025758186,0.9962449697607058,2025-06-14 10:07:51,10,-1
0.3887534835690989,0.44408837971632775,0.0361163774973301,0.9956470149905489,2025-06-14 11:07:51,11,-1
0.230633119642359,0.3358068704914695,0.025375744004671574,0.9980797517159696,2025-06-15 07:07:51,7,-1
0.25228736999753076,0.3734373487420345,0.08436609668582928,0.9976068237440724,2025-06-15 08:07:51,8,-1
0.09965653371645944,0.8817675943265537,0.15674030532819905,0.9967520533109887,2025-06-15 16:07:51,16,-1
0.04268554715686279,0.5462945345176936,0.1790702341770143,0.9994735231289815,2025-06-16 02:07:51,2,-1
0.06952225796210021,0.5913823434177541,0.15176087683014683,0.9887088253252531,2025-06-16 08:07:51,8,-1
0.09382466222608499,0.9714358198891082,0.19862941219086783,0.997373556263107,2025-06-16 09:07:51,9,-1
0.37623187662152335,0.9078649134929617,0.023537746925899272,0.9926503600228921,2025-06-16 10:07:51,10,-1
0.3552983923468913,0.6530905862049398,0.00805785602247533,0.9955195595628048,2025-06-16 18:07:51,18,-1
0.025930742316906175,0.9787162308768206,0.1952719588431111,0.9972348981866138,2025-06-16 20:07:51,20,-1
0.34235587083615315,0.7303577449085527,0.13186987296802188,0.9976283718782231,2025-06-16 22:07:51,22,-1
0.26738978452381357,0.866652646617997,0.1790137527558704,0.9919725581059129,2025-06-17 08:07:51,8,-1
0.3446384303815331,0.4159715059201325,0.03611713778567682,0.9953836277419584,2025-06-17 12:07:51,12,-1
0.19601229551569688,0.9876122855683627,0.08022386570330697,0.9935062852454855,2025-06-18 06:07:51,6,-1
0.35552368185593686,0.7202633098664424,0.19120917799284576,0.9893912940204571,2025-06-18 14:07:51,14,-1
0.3839005390913379,0.4510917278374743,0.032501546536539916,0.9975312981291268,2025-06-19 16:07:51,16,-1
0.05307532205977172,0.5089745002019554,0.0725330688917083,0.9937850419090971,2025-06-19 17:07:51,17,-1
0.18006083618486257,0.8728414966735766,0.17258745551838017,0.9980872161801202,2025-06-20 07:07:51,7,-1
0.09575605876448368,0.5928577866348879,0.02272453850847489,0.9983558535542136,2025-06-20 15:07:51,15,-1
0.004098505232168481,0.7493649251763355,0.025800945266502007,0.9955640963417317,2025-06-20 16:07:51,16,-1
0.39593388514564487,0.6778025910385185,0.00809795122898338,0.9995170955991425,2025-06-20 22:07:51,22,-1
0.15781169324708744,0.8157965891224451,0.012488576417492459,0.9981453842372804,2025-06-21 09:07:51,9,-1
0.3488900683404903,0.8216583047090673,0.010769044267729289,0.9936775155291808,2025-06-21 23:07:51,23,-1
0.0,0.511988810665919,0.1171180581947513,0.9973228764801902,2025-06-24 05:07:51,5,-1
0.1996850757325519,0.9023470229094271,0.035195468233282456,0.9929485100072393,2025-06-24 08:07:51,8,-1
0.38466139227313123,0.33638102486555777,0.02784309977402044,0.9986464795491778,2025-06-24 22:07:51,22,-1
0.15434656421472592,0.7436167052218005,0.04504904530092113,0.9888258281221771,2025-06-25 05:07:51,5,-1
0.10903130321562693,0.9691525548200594,0.10144849535634926,0.9930024993930808,2025-06-25 21:07:51,21,-1
0.1312355485999983,0.344746320571751,0.056018505578425914,0.9923450670106495,2025-06-26 15:07:51,15,-1
0.08585294127079357,0.841079410223286,0.08407818749338891,0.9943025304700142,2025-06-26 16:07:51,16,-1
0.02408753740126568,0.5965263660367659,0.10519157495671849,0.9902886726149359,2025-06-27 00:07:51,0,-1
0.05053780855041867,0.5148061728271428,0.18799263808792155,0.9888749602490499,2025-06-27 03:07:51,3,-1
0.19639071775153072,0.9628268423846101,0.11916711532015656,0.9885268804997148,2025-06-27 04:07:51,4,-1
0.02293944282136251,0.44256286489680247,0.11319569059761636,0.9935115829911745,2025-06-27 19:07:51,19,-1
0.1981136613634107,0.4012404404965768,0.10861155201721817,0.9981357292445754,2025-06-28 09:07:51,9,-1
0.157416434428727,0.7074182747996302,0.010596258737088915,0.9892393737221719,2025-06-28 18:07:51,18,-1
0.23522148925184672,0.943849705078262,0.1524418550979647,0.9924104614310305,2025-06-28 20:07:51,20,-1
0.39676048117349416,0.5725854638800151,0.08823462386344683,0.9960490007903999,2025-06-28 23:07:51,23,-1
0.12925765102414566,0.8686788774614366,0.06675079590685584,0.9988609608667789,2025-06-29 02:07:51,2,-1
0.30136841328839337,0.584996545059435,0.01962610339597437,0.9967901732698563,2025-06-29 17:07:51,17,-1
0.18964405861054923,0.8399411157955876,0.09714320253099196,0.9892785413251308,2025-06-29 19:07:51,19,-1
0.04481978442760459,0.5285391443096962,0.033716967497093187,0.9963771514919072,2025-06-30 10:07:51,10,-1
0.36769252231248095,0.34682596112440794,0.10110686578991968,0.9930717391434787,2025-06-30 18:07:51,18,-1
0.3766704295092378,0.3618474418418339,0.042994866232967555,0.9947412671483862,2025-06-30 23:07:51,23,-1
0.11042392911317744,0.9070570916410468,0.05354342688007874,0.9923693414004469,2025-07-01 03:07:51,3,-1
0.08258504077659978,0.6686561783350191,0.05599745759576802,0.9902035039123317,2025-07-01 05:07:51,5,-1
0.0262177659618823,0.38785797023076335,0.15018037740993684,0.9999576775597208,2025-07-01 23:07:51,23,-1
0.1726920252324251,0.9842908692763986,0.06570277843574979,1.0,2025-07-03 10:07:51,10,-1
0.045934205842454556,0.5131271050936171,0.1339655077584727,0.998868246755232,2025-07-03 19:07:51,19,-1
0.06027256021884364,0.6206241592143432,0.17745116012699014,0.9978271623445475,2025-07-04 21:07:51,21,-1
0.2101045150903884,0.4273711407312457,0.17760992033838763,0.992081120224874,2025-07-05 00:07:51,0,-1
0.025806472303020245,0.922125305854038,0.12305791094330476,0.9935067852574382,2025-07-05 06:07:51,6,-1
0.09744613095333543,0.7906739971492568,0.1875587935480414,0.9893917583172703,2025-07-05 07:07:51,7,-1
0.011247638869736454,0.6973205016506938,0.09272078528502736,0.9948517697899255,2025-07-06 04:07:51,4,-1
0.1174993024844384,0.3521368890847245,0.10620483924733315,0.993713230668657,2025-07-06 06:07:51,6,-1
0.05741595338351191,0.8566583547806697,0.052910706914704564,0.989144633362188,2025-07-06 13:07:51,13,-1
0.10018407996895684,0.635004723421159,0.030911063329878585,0.9966345147869726,2025-07-06 16:07:51,16,-1
0.3838925216710871,0.8561242576884945,0.16548846315453636,0.9881257161480718,2025-07-09 09:07:51,9,-1
0.14315665077079487,0.6831769430285308,0.12691857513880755,0.9988404484716731,2025-07-09 15:07:51,15,-1
0.3106237232258253,0.35960423405469827,0.17907755695425087,0.9930749296959385,2025-07-09 16:07:51,16,-1
0.08355033817478641,0.6443747892820066,0.10156784061923374,0.9997878282614185,2025-07-09 21:07:51,21,-1
0.019513599148229588,0.7520320725303852,0.038164174144686536,0.990200801466778,2025-07-09 23:07:51,23,-1
0.25575330077191727,0.6588187775185181,0.014328854361305376,0.9911610625168279,2025-07-10 08:07:51,8,-1
0.28040045410668313,0.6837978308981844,0.013902832788363462,0.9918822345181776,2025-07-10 09:07:51,9,-1
0.20197885966628304,0.40296290361884163,0.10450531468564805,0.9969715109380235,2025-07-10 10:07:51,10,-1
0.013466860795135815,0.9141105113645848,0.08502680726692424,0.996807268916619,2025-07-10 11:07:51,11,-1
0.29588289435285,0.45638930337048655,0.03689241181610581,0.9913545790475563,2025-07-10 19:07:51,19,-1
0.0393903874338164,0.41759048773078844,0.16087985529391902,0.9888002322722191,2025-07-10 23:07:51,23,-1
0.13276286715776076,0.6608750513233925,0.04318765935168578,0.9979544630066872,2025-07-11 06:07:51,6,-1
0.042781756199871346,0.9717896592126742,0.05831213546049496,0.9915249640729508,2025-07-11 07:07:51,7,-1
0.0972913947424967,0.536680786858541,0.0004635758157642833,0.9945083330087224,2025-07-12 00:07:51,0,-1
0.027001067920377597,0.5271304632290842,0.07397873717586156,0.9997813519161268,2025-07-12 14:07:51,14,-1
0.1107791008302843,0.9840738923327024,0.11098071054428127,0.9977476009188411,2025-07-12 15:07:51,15,-1
0.14152831271787347,0.8214747088336322,0.14546851038724973,0.99713628868652,2025-07-12 22:07:51,22,-1
0.10897197430577199,0.5741176549131926,0.03349150198704387,0.9961787419870705,2025-07-13 01:07:51,1,-1
0.20324080161374658,0.42838592520637847,0.08781762571272811,0.9970557986671873,2025-07-13 20:07:51,20,-1
0.010217400367518614,0.9745869927329416,0.15769840869848317,0.9941786941764037,2025-07-13 22:07:51,22,-1
0.29492401089086395,0.6808035490751776,0.18875482715574732,0.9951999685897254,2025-07-15 12:07:51,12,-1
0.2308984962526579,0.9757853730835095,0.14086662507622671,0.9910570600306732,2025-07-15 18:07:51,18,-1
0.3373922859589318,0.666009059621926,0.17401629742096025,0.9981338601522761,2025-07-16 07:07:51,7,-1
0.3122576734729223,0.9363623314673316,0.016267569638461543,0.9896587170798083,2025-07-17 16:07:51,16,-1
0.06604029234721231,0.7112771262905956,0.10160501471788219,0.9977632322448852,2025-07-18 02:07:51,2,-1
0.080309696909445,0.8008652372893238,0.18167642260003558,0.9964996544203105,2025-07-18 04:07:51,4,-1
0.03977442186382585,0.9417166548163876,0.07508609715320658,0.9915728223598489,2025-07-18 16:07:51,16,-1
0.1579295493247732,0.9324968037627139,0.09168471234400388,0.9959470697823348,2025-07-18 23:07:51,23,-1
0.3812636095708759,0.6168721271418128,0.10674448391296898,0.9897215042950075,2025-07-19 04:07:51,4,-1
0.23484948095221325,0.519396069713023,0.0043919656969104715,0.9910815963314933,2025-07-19 08:07:51,8,-1
0.24102850673944354,0.8639487800888604,0.037975762687757264,0.989182158068731,2025-07-19 14:07:51,14,-1
0.04008629951157894,0.8622997553167697,0.026796582872020247,0.9987277433965327,2025-07-19 22:07:51,22,-1
0.006937473742949063,0.9540109022568941,0.14014365088103342,0.9956042282534564,2025-07-19 23:07:51,23,-1
0.3342847338697523,0.7758327742004401,0.12134780236752607,0.9895717864303233,2025-07-21 09:07:51,9,-1
0.23113340666600424,0.722857018870318,0.06516167321618416,0.9978710443459173,2025-07-21 11:07:51,11,-1
0.3885041417993016,0.9951230259270758,0.15431446530411153,0.9981063952100189,2025-07-21 22:07:51,22,-1
0.13064787169562053,0.9477586281716188,0.07044359643838538,0.9985179050470636,2025-07-22 23:07:51,23,-1
0.3220509523091777,0.8842745125529509,0.07431804586207402,0.991489213218335,2025-07-23 02:07:51,2,-1
0.17909313356060075,0.6250137696906577,0.00032420295721369286,0.9972391720983045,2025-07-23 11:07:51,11,-1
0.33744039048043595,0.8889912574982225,0.19985071538231614,0.9967366838959675,2025-07-24 02:07:51,2,-1
0.18965207603080003,1.0,0.1360414350746666,0.9919748914950254,2025-07-24 18:07:51,18,-1
0.25148482623043367,0.4071989611811558,0.015445898011279935,0.9966150738460511,2025-07-25 17:07:51,17,-1
0.16460645690957332,0.9825850966882643,0.08610855753152968,0.998415331166488,2025-07-25 21:07:51,21,-1
