Timestamp,Sensor_ID,Voltage,Current,Signal_Strength,Response_Frequency
2025-04-13 01:56:47,S01,3.248309,0.000386,-57.21816,-73.68373
2025-04-13 02:56:47,S01,2.943462,0.000374,-68.772364,-72.51908
2025-04-13 03:56:47,S01,2.159598,0.154464,-99.021376,3.970116
2025-04-13 04:56:47,S01,2.29786,0.264447,-96.340193,3.182204
2025-04-13 05:56:47,S01,2.838817,0.000324,-76.079772,-55.258536
2025-04-13 06:56:47,S01,3.069794,0.000385,-59.755791,-71.035173
2025-04-13 07:56:47,S01,3.110498,0.000309,-64.917918,-68.674633
2025-04-13 08:56:47,S01,3.01339,0.000337,-63.833373,-74.041582
2025-04-13 09:56:47,S01,3.120916,0.000318,-67.004128,-52.164968
2025-04-13 10:56:47,S01,2.272257,0.141922,-92.488722,3.029942
2025-04-13 11:56:47,S01,2.845628,0.00032,-67.720907,-56.042521
2025-04-13 12:56:47,S01,2.120891,0.292897,-93.556783,3.432773
2025-04-13 13:56:47,S01,3.173352,0.000361,-67.254174,-76.095132
2025-04-13 14:56:47,S01,3.093584,0.000306,-70.711972,-68.753141
2025-04-13 15:56:47,S01,3.082875,0.000338,-51.449243,-59.551987
2025-04-13 16:56:47,S01,3.089346,0.000373,-64.642287,-75.884844
2025-04-13 17:56:47,S01,3.175636,0.000359,-67.558886,-53.221419
2025-04-13 18:56:47,S01,3.059008,0.000329,-66.394806,-67.421186
2025-04-13 19:56:47,S01,2.812997,0.000335,-55.272131,-53.948347
2025-04-13 20:56:47,S01,3.042264,0.000366,-62.640108,-50.86453
2025-04-13 21:56:47,S01,2.421267,0.212671,-94.74629,3.731945
2025-04-13 22:56:47,S01,2.272863,0.283199,-96.905717,3.992364
2025-04-13 23:56:47,S01,3.004009,0.000396,-55.774096,-57.405848
2025-04-14 00:56:47,S01,3.199683,0.000389,-75.743062,-79.999706
2025-04-14 01:56:47,S01,3.223276,0.000366,-62.1944,-71.73891
2025-04-14 02:56:47,S01,2.993412,0.000353,-60.305324,-69.123332
2025-04-14 03:56:47,S01,2.777345,0.000397,-55.946865,-62.040685
2025-04-14 04:56:47,S01,2.949921,0.000375,-66.736596,-69.200209
2025-04-14 05:56:47,S01,3.235261,0.000344,-73.949471,-69.110239
2025-04-14 06:56:47,S01,2.986944,0.000382,-79.656407,-55.454129
2025-04-14 07:56:47,S01,2.949152,0.000357,-60.49546,-59.454902
2025-04-14 08:56:47,S01,3.036423,0.000327,-51.27381,-70.550963
2025-04-14 09:56:47,S01,2.815264,0.000342,-50.009302,-61.746357
2025-04-14 10:56:47,S01,2.846982,0.000382,-71.11343,-71.300479
2025-04-14 11:56:47,S01,3.057237,0.000395,-55.134031,-59.352123
2025-04-14 12:56:47,S01,3.096729,0.000309,-61.704363,-59.549178
2025-04-14 13:56:47,S01,3.248186,0.000329,-61.985935,-61.656296
2025-04-14 14:56:47,S01,2.889461,0.0003,-61.858245,-51.918872
2025-04-14 15:56:47,S01,3.078194,0.000344,-62.436609,-65.450405
2025-04-14 16:56:47,S01,3.142345,0.000366,-71.502618,-74.033202
2025-04-14 17:56:47,S01,2.759021,0.000397,-71.289369,-67.817672
2025-04-14 18:56:47,S01,3.070257,0.000361,-76.845429,-56.586433
2025-04-14 19:56:47,S01,2.982598,0.000362,-58.086344,-62.381233
2025-04-14 20:56:47,S01,2.935338,0.000318,-76.627513,-71.542101
2025-04-14 21:56:47,S01,2.856377,0.000313,-59.332897,-74.821172
2025-04-14 22:56:47,S01,3.008474,0.000399,-69.995325,-77.848502
2025-04-14 23:56:47,S01,3.120671,0.000389,-55.041812,-58.254304
2025-04-15 00:56:47,S01,2.782164,0.000382,-77.857082,-51.046527
2025-04-15 01:56:47,S01,2.836819,0.000375,-50.635765,-60.653527
2025-04-15 02:56:47,S01,3.207698,0.000339,-73.63683,-51.812676
2025-04-15 03:56:47,S01,2.906628,0.000366,-54.672199,-79.577072
2025-04-15 04:56:47,S01,2.784263,0.000313,-56.209259,-53.563982
2025-04-15 05:56:47,S01,2.342793,0.260656,-92.370453,3.938729
2025-04-15 06:56:47,S01,2.799927,0.000352,-71.89,-63.375994
2025-04-15 07:56:47,S01,3.075185,0.000318,-76.030857,-66.817903
2025-04-15 08:56:47,S01,2.763141,0.00036,-60.002797,-56.493275
2025-04-15 09:56:47,S01,2.905423,0.000361,-74.5224,-78.410287
2025-04-15 10:56:47,S01,3.019598,0.000366,-59.246628,-59.944736
2025-04-15 11:56:47,S01,3.056926,0.000315,-57.19527,-69.91468
2025-04-15 12:56:47,S01,3.006151,0.00037,-61.3748,-69.954478
2025-04-15 13:56:47,S01,2.798266,0.000304,-69.714316,-65.484791
2025-04-15 14:56:47,S01,3.229281,0.000371,-51.946334,-79.075311
2025-04-15 15:56:47,S01,3.081644,0.000365,-58.309061,-70.437174
2025-04-15 16:56:47,S01,3.13114,0.000323,-63.052838,-51.803164
2025-04-15 17:56:47,S01,2.938835,0.00032,-61.200746,-69.817691
2025-04-15 18:56:47,S01,3.070202,0.000319,-67.587213,-65.186256
2025-04-15 19:56:47,S01,3.119883,0.000333,-57.039144,-68.772498
2025-04-15 20:56:47,S01,2.827578,0.000306,-79.149006,-50.439481
2025-04-15 21:56:47,S01,3.233951,0.000332,-54.742753,-54.630708
2025-04-15 22:56:47,S01,3.03044,0.000389,-79.027045,-74.667143
2025-04-15 23:56:47,S01,2.946396,0.000304,-76.135109,-57.727104
2025-04-16 00:56:47,S01,3.111609,0.00039,-57.637472,-56.906706
2025-04-16 01:56:47,S01,2.911662,0.00032,-59.671786,-74.061411
2025-04-16 02:56:47,S01,3.125543,0.000354,-66.83559,-58.430478
2025-04-16 03:56:47,S01,3.199357,0.00037,-75.758755,-55.283731
2025-04-16 04:56:47,S01,3.19006,0.000304,-63.271187,-79.641268
2025-04-16 05:56:47,S01,2.925678,0.000335,-65.988207,-70.332589
2025-04-16 06:56:47,S01,2.775067,0.000391,-67.786369,-59.429604
2025-04-16 07:56:47,S01,2.449789,0.219207,-94.38216,3.161474
2025-04-16 08:56:47,S01,2.77073,0.000379,-78.29382,-63.027327
2025-04-16 09:56:47,S01,2.822328,0.000335,-66.275059,-67.367974
2025-04-16 10:56:47,S01,3.110822,0.000308,-51.578264,-63.359578
2025-04-16 11:56:47,S01,2.969297,0.000328,-50.228046,-58.259853
2025-04-16 12:56:47,S01,2.088214,0.210982,-94.037427,3.944572
2025-04-16 13:56:47,S01,3.018995,0.000392,-66.95833,-64.328107
2025-04-16 14:56:47,S01,3.109088,0.000366,-61.786836,-60.440253
2025-04-16 15:56:47,S01,2.261631,0.261892,-93.416126,3.816485
2025-04-16 16:56:47,S01,3.128617,0.000387,-51.773245,-68.064886
2025-04-16 17:56:47,S01,3.056605,0.000345,-76.31783,-67.414832
2025-04-16 18:56:47,S01,3.172452,0.000325,-66.813608,-71.982468
2025-04-16 19:56:47,S01,3.039082,0.000363,-75.211705,-78.198529
2025-04-16 20:56:47,S01,3.206447,0.000317,-78.791557,-60.284529
2025-04-16 21:56:47,S01,3.128158,0.000372,-74.572321,-78.893634
2025-04-16 22:56:47,S01,2.987677,0.000312,-52.900776,-57.874337
2025-04-16 23:56:47,S01,2.919973,0.000319,-71.154937,-61.081781
2025-04-17 00:56:47,S01,3.176182,0.000364,-66.215496,-71.90794
2025-04-17 01:56:47,S01,2.915683,0.000345,-79.247359,-77.902553
2025-04-17 02:56:47,S01,3.023828,0.000379,-79.026151,-55.591564
2025-04-17 03:56:47,S01,3.223186,0.000368,-55.676403,-71.145548
2025-04-17 04:56:47,S01,2.996731,0.000305,-74.96428,-58.919086
2025-04-17 05:56:47,S01,2.900217,0.000386,-56.162689,-57.501757
2025-04-17 06:56:47,S01,2.447082,0.241637,-95.021115,3.721085
2025-04-17 07:56:47,S01,2.497836,0.169802,-95.740825,3.7428
2025-04-17 08:56:47,S01,2.816131,0.000324,-53.92604,-54.643196
2025-04-17 09:56:47,S01,3.043052,0.000346,-59.600056,-61.661513
2025-04-17 10:56:47,S01,3.187265,0.000329,-57.431738,-60.195367
2025-04-17 11:56:47,S01,2.871173,0.000358,-54.338382,-69.203141
2025-04-17 12:56:47,S01,3.068915,0.000392,-68.29177,-79.847991
2025-04-17 13:56:47,S01,3.038629,0.0003,-56.23543,-57.902366
2025-04-17 14:56:47,S01,3.108271,0.000377,-71.736726,-77.703617
2025-04-17 15:56:47,S01,3.242786,0.000368,-69.910921,-61.251598
2025-04-17 16:56:47,S01,3.115701,0.000337,-64.477438,-54.665691
2025-04-17 17:56:47,S01,3.178116,0.000364,-73.065167,-61.218002
2025-04-17 18:56:47,S01,3.006946,0.000373,-53.64443,-67.116135
2025-04-17 19:56:47,S01,2.807251,0.000306,-71.3847,-55.820361
2025-04-17 20:56:47,S01,2.806741,0.000388,-71.680192,-74.33671
2025-04-17 21:56:47,S01,3.19305,0.000303,-50.75792,-57.182662
2025-04-17 22:56:47,S01,2.80062,0.000374,-62.215883,-64.306623
2025-04-17 23:56:47,S01,2.176202,0.15399,-97.239801,3.456246
2025-04-18 00:56:47,S01,2.758418,0.000309,-77.895054,-66.095394
2025-04-18 01:56:47,S01,2.959101,0.00032,-74.498769,-61.178951
2025-04-18 02:56:47,S01,3.009255,0.000387,-55.689072,-65.77295
2025-04-18 03:56:47,S01,2.999737,0.000373,-55.291224,-73.856159
2025-04-18 04:56:47,S01,2.903476,0.000382,-70.76469,-50.76496
2025-04-18 05:56:47,S01,2.804023,0.000369,-73.406023,-51.792187
2025-04-18 06:56:47,S01,2.815883,0.000377,-77.276779,-50.048043
2025-04-18 07:56:47,S01,3.179467,0.000382,-53.559014,-79.444485
2025-04-18 08:56:47,S01,2.830951,0.000327,-69.92937,-62.604887
2025-04-18 09:56:47,S01,2.853455,0.00038,-71.452893,-71.473262
2025-04-18 10:56:47,S01,3.10331,0.000307,-65.546216,-51.451716
2025-04-18 11:56:47,S01,3.079908,0.000309,-64.305911,-73.722447
2025-04-18 12:56:47,S01,3.084539,0.000387,-73.038261,-75.498123
2025-04-18 13:56:47,S01,2.969532,0.000337,-72.473858,-52.134758
2025-04-18 14:56:47,S01,2.770218,0.000348,-74.603075,-74.491437
2025-04-18 15:56:47,S01,3.013466,0.000366,-72.343566,-74.537645
2025-04-18 16:56:47,S01,3.032585,0.000366,-71.153262,-74.453782
2025-04-18 17:56:47,S01,3.206972,0.000307,-59.402178,-50.293849
2025-04-18 18:56:47,S01,2.009744,0.133826,-93.47993,3.483593
2025-04-18 19:56:47,S01,2.785005,0.000309,-53.6835,-75.708085
2025-04-18 20:56:47,S01,3.052579,0.000369,-78.603773,-75.85288
2025-04-18 21:56:47,S01,2.160133,0.191263,-96.483473,3.316691
2025-04-18 22:56:47,S01,3.165351,0.000311,-79.865696,-76.687412
2025-04-18 23:56:47,S01,2.830942,0.000332,-77.349184,-53.574738
2025-04-19 00:56:47,S01,3.048405,0.000394,-54.624899,-50.766391
2025-04-19 01:56:47,S01,2.110637,0.107243,-98.018107,3.483618
2025-04-19 02:56:47,S01,3.176077,0.000361,-66.44741,-66.755602
2025-04-19 03:56:47,S01,3.176747,0.000342,-78.633927,-58.110833
2025-04-19 04:56:47,S01,3.124401,0.000373,-56.36685,-66.087636
2025-04-19 05:56:47,S01,3.074265,0.000319,-78.806248,-60.055053
2025-04-19 06:56:47,S01,3.24145,0.000337,-74.238097,-58.864121
2025-04-19 07:56:47,S01,3.164978,0.000397,-78.090085,-73.182868
2025-04-19 08:56:47,S01,3.146283,0.000371,-77.643065,-63.382635
2025-04-19 09:56:47,S01,2.882416,0.00031,-65.827375,-51.480518
2025-04-19 10:56:47,S01,3.206203,0.000304,-74.749574,-77.15654
2025-04-19 11:56:47,S01,3.0191,0.00036,-75.464814,-75.349807
2025-04-19 12:56:47,S01,2.893835,0.000397,-50.556495,-56.984405
2025-04-19 13:56:47,S01,2.844004,0.000303,-78.921735,-71.656152
2025-04-19 14:56:47,S01,2.001647,0.263757,-93.891738,3.02576
2025-04-19 15:56:47,S01,2.778614,0.000397,-51.782743,-79.836699
2025-04-19 16:56:47,S01,2.77173,0.000354,-67.326408,-57.731216
2025-04-19 17:56:47,S01,2.970817,0.000302,-74.027852,-72.455508
2025-04-19 18:56:47,S01,2.763983,0.00034,-67.243666,-68.648458
2025-04-19 19:56:47,S01,3.080968,0.000394,-52.85099,-62.173883
2025-04-19 20:56:47,S01,2.991367,0.000321,-51.979558,-70.720321
2025-04-19 21:56:47,S01,2.9935,0.000382,-69.582538,-54.81007
2025-04-19 22:56:47,S01,3.230512,0.000325,-73.956219,-64.442039
2025-04-19 23:56:47,S01,2.835855,0.000384,-59.967989,-60.437338
2025-04-20 00:56:47,S01,3.112096,0.000351,-78.184245,-50.453164
2025-04-20 01:56:47,S01,2.94575,0.000303,-75.892125,-63.187309
2025-04-20 02:56:47,S01,3.027814,0.00032,-55.924908,-55.096325
2025-04-20 03:56:47,S01,2.935897,0.00038,-60.756203,-62.696526
2025-04-20 04:56:47,S01,3.090404,0.000305,-53.10156,-53.234468
2025-04-20 05:56:47,S01,3.083135,0.000384,-52.26779,-65.428261
2025-04-20 06:56:47,S01,3.155084,0.000357,-64.74029,-79.150529
2025-04-20 07:56:47,S01,2.932385,0.000389,-66.372465,-62.118297
2025-04-20 08:56:47,S01,3.149951,0.000381,-58.270041,-50.707964
2025-04-20 09:56:47,S01,3.07259,0.000313,-56.280283,-59.100659
2025-04-20 10:56:47,S01,2.987163,0.000391,-58.837396,-59.463721
2025-04-20 11:56:47,S01,2.994286,0.00033,-77.020213,-55.225179
2025-04-20 12:56:47,S01,3.233303,0.000331,-65.512219,-74.373678
2025-04-20 13:56:47,S01,2.864541,0.000336,-51.618819,-62.334658
2025-04-20 14:56:47,S01,3.1664,0.00031,-55.545742,-67.652912
2025-04-20 15:56:47,S01,3.101677,0.000375,-72.193562,-55.262404
2025-04-20 16:56:47,S01,3.138094,0.000389,-50.85635,-56.353718
2025-04-20 17:56:47,S01,2.911797,0.000328,-75.839734,-77.433521
2025-04-20 18:56:47,S01,2.797725,0.000394,-65.839036,-58.052008
2025-04-20 19:56:47,S01,2.940492,0.000384,-75.542741,-62.768746
2025-04-20 20:56:47,S01,2.930216,0.000399,-69.846518,-57.448422
2025-04-20 21:56:47,S01,3.027848,0.000355,-71.38068,-79.677762
2025-04-20 22:56:47,S01,3.190133,0.000345,-59.319518,-58.308531
2025-04-20 23:56:47,S01,3.240127,0.000317,-64.690103,-53.755442
2025-04-21 00:56:47,S01,3.047805,0.000313,-71.956313,-77.257788
2025-04-21 01:56:47,S01,3.18894,0.000386,-55.304851,-61.198642
2025-04-21 02:56:47,S01,3.235355,0.000303,-54.815269,-51.709754
2025-04-21 03:56:47,S01,2.758286,0.000372,-57.449351,-58.7253
2025-04-21 04:56:47,S01,2.76302,0.000341,-79.711304,-70.004086
2025-04-21 05:56:47,S01,3.07684,0.000395,-77.593829,-61.17301
2025-04-21 06:56:47,S01,2.808476,0.000322,-61.668709,-55.800834
2025-04-21 07:56:47,S01,2.819496,0.000332,-78.715079,-74.316761
2025-04-21 08:56:47,S01,3.130308,0.000338,-56.800183,-66.247861
2025-04-21 09:56:47,S01,2.238425,0.13488,-96.513593,3.816571
2025-04-21 10:56:47,S01,3.093194,0.000397,-70.17799,-56.086406
2025-04-21 11:56:47,S01,2.231326,0.134579,-97.74383,3.696922
2025-04-21 12:56:47,S01,2.86765,0.000356,-72.716099,-55.742792
2025-04-21 13:56:47,S01,3.018598,0.000318,-58.344896,-78.111711
2025-04-21 14:56:47,S01,2.290467,0.155739,-93.333843,3.227181
2025-04-21 15:56:47,S01,3.10854,0.00032,-78.559482,-54.272382
2025-04-21 16:56:47,S01,2.077358,0.211233,-99.244284,3.665918
2025-04-21 17:56:47,S01,3.152775,0.000372,-71.529286,-62.135065
2025-04-21 18:56:47,S01,2.911144,0.000314,-75.704583,-63.495102
2025-04-21 19:56:47,S01,2.984272,0.000365,-62.05753,-63.771022
2025-04-21 20:56:47,S01,2.946731,0.000311,-62.273462,-71.749006
2025-04-21 21:56:47,S01,3.200544,0.000364,-74.55043,-55.76562
2025-04-21 22:56:47,S01,3.025399,0.000378,-77.410983,-75.060322
2025-04-21 23:56:47,S01,2.865848,0.000318,-79.096949,-70.255467
2025-04-22 00:56:47,S01,3.15415,0.000308,-62.449817,-77.284767
2025-04-22 01:56:47,S01,3.127979,0.000386,-56.000263,-52.515217
2025-04-22 02:56:47,S01,2.955413,0.000304,-71.727054,-78.471948
2025-04-22 03:56:47,S01,3.046952,0.000361,-63.449446,-69.653226
2025-04-22 04:56:47,S01,3.079818,0.000304,-56.90163,-51.102071
2025-04-22 05:56:47,S01,3.017924,0.000386,-76.390003,-68.794468
2025-04-22 06:56:47,S01,2.963943,0.000333,-62.243753,-65.088935
2025-04-22 07:56:47,S01,2.358766,0.259321,-93.732774,3.289531
2025-04-22 08:56:47,S01,3.034418,0.000313,-59.617479,-62.998655
2025-04-22 09:56:47,S01,3.235555,0.000327,-74.251077,-51.49548
2025-04-22 10:56:47,S01,2.883872,0.000389,-52.391936,-63.735838
2025-04-22 11:56:47,S01,2.972332,0.000372,-78.948784,-69.597403
2025-04-22 12:56:47,S01,2.953574,0.000315,-60.622168,-65.426797
2025-04-22 13:56:47,S01,2.795465,0.000343,-65.716796,-72.546417
2025-04-22 14:56:47,S01,2.76457,0.00035,-61.520178,-74.910194
2025-04-22 15:56:47,S01,2.025831,0.137265,-98.569494,3.004722
2025-04-22 16:56:47,S01,2.455835,0.114433,-99.221833,3.971681
2025-04-22 17:56:47,S01,2.89063,0.000353,-57.13503,-54.911061
2025-04-22 18:56:47,S01,2.899063,0.000352,-56.830354,-60.389182
2025-04-22 19:56:47,S01,3.150623,0.000358,-57.454319,-69.483599
2025-04-22 20:56:47,S01,2.470867,0.295371,-91.698249,3.619277
2025-04-22 21:56:47,S01,2.832155,0.000345,-51.188183,-79.152714
2025-04-22 22:56:47,S01,2.754399,0.000338,-66.942375,-68.776595
2025-04-22 23:56:47,S01,3.204685,0.000323,-73.009633,-57.378635
2025-04-23 00:56:47,S01,3.189183,0.000373,-54.227424,-56.586553
2025-04-23 01:56:47,S01,2.878422,0.000342,-50.739288,-75.215236
2025-04-23 02:56:47,S01,3.13965,0.000343,-79.910086,-68.925438
2025-04-23 03:56:47,S01,3.067653,0.00035,-67.913822,-56.696359
2025-04-23 04:56:47,S01,3.192542,0.000351,-66.519163,-74.321686
2025-04-23 05:56:47,S01,2.924464,0.000312,-52.028957,-70.884304
2025-04-23 06:56:47,S01,3.185693,0.000375,-59.726894,-69.227725
2025-04-23 07:56:47,S01,3.031373,0.00033,-54.790988,-52.467731
2025-04-23 08:56:47,S01,2.796806,0.000322,-63.61906,-52.858602
2025-04-23 09:56:47,S01,3.14695,0.000376,-51.997649,-52.046741
2025-04-23 10:56:47,S01,2.817092,0.000304,-60.912612,-67.415907
2025-04-23 11:56:47,S01,2.974145,0.000304,-69.076377,-61.713398
2025-04-23 12:56:47,S01,3.002145,0.000357,-56.697247,-69.963216
2025-04-23 13:56:47,S01,3.218611,0.000383,-60.431107,-73.216805
2025-04-23 14:56:47,S01,2.815425,0.00033,-63.676345,-51.25605
2025-04-23 15:56:47,S01,3.036186,0.000342,-77.688052,-68.057238
2025-04-23 16:56:47,S01,2.840716,0.000341,-55.665771,-58.900375
2025-04-23 17:56:47,S01,3.055927,0.000308,-62.992236,-60.884853
2025-04-23 18:56:47,S01,3.106659,0.000375,-64.98728,-66.602661
2025-04-23 19:56:47,S01,3.178573,0.000316,-71.608234,-72.53365
2025-04-23 20:56:47,S01,3.139561,0.000335,-74.029041,-70.035817
2025-04-23 21:56:47,S01,2.827882,0.000351,-51.994121,-53.379743
2025-04-23 22:56:47,S01,2.860228,0.000391,-53.58892,-79.528207
2025-04-23 23:56:47,S01,2.836457,0.000316,-64.873368,-66.80562
2025-04-24 00:56:47,S01,2.838455,0.000381,-75.217624,-58.178974
2025-04-24 01:56:47,S01,3.06483,0.000348,-72.99107,-77.549481
2025-04-24 02:56:47,S01,2.77646,0.000324,-69.650228,-74.847604
2025-04-24 03:56:47,S01,2.796927,0.000377,-73.159664,-60.349996
2025-04-24 04:56:47,S01,2.805107,0.000314,-63.535165,-56.303868
2025-04-24 05:56:47,S01,2.755358,0.000351,-53.433842,-67.446949
2025-04-24 06:56:47,S01,3.203562,0.000309,-65.259784,-65.706782
2025-04-24 07:56:47,S01,2.926763,0.000383,-61.21614,-69.911281
2025-04-24 08:56:47,S01,2.940574,0.000386,-67.57523,-54.864486
2025-04-24 09:56:47,S01,2.878632,0.000364,-52.655028,-76.137595
2025-04-24 10:56:47,S01,2.765561,0.000308,-52.785103,-66.087962
2025-04-24 11:56:47,S01,3.120812,0.000316,-60.180364,-75.392312
2025-04-24 12:56:47,S01,2.88847,0.000393,-59.781127,-65.233981
2025-04-24 13:56:47,S01,3.05765,0.000358,-65.092553,-61.85522
2025-04-24 14:56:47,S01,3.071901,0.000341,-52.050013,-60.644192
2025-04-24 15:56:47,S01,3.10105,0.000364,-78.35508,-64.688706
2025-04-24 16:56:47,S01,3.037548,0.000307,-55.712459,-77.646762
2025-04-24 17:56:47,S01,2.758206,0.0003,-71.39243,-74.521554
2025-04-24 18:56:47,S01,2.829047,0.000398,-61.429972,-62.066889
2025-04-24 19:56:47,S01,2.968281,0.000337,-67.089005,-70.340892
2025-04-24 20:56:47,S01,3.093313,0.000344,-69.101892,-70.536655
2025-04-24 21:56:47,S01,3.233699,0.00035,-71.124548,-53.600449
2025-04-24 22:56:47,S01,2.835583,0.000357,-53.510367,-78.74409
2025-04-24 23:56:47,S01,3.047833,0.000341,-76.772974,-71.66197
2025-04-25 00:56:47,S01,2.297074,0.20104,-98.81641,3.848129
2025-04-25 01:56:47,S01,2.798539,0.000323,-71.061381,-69.36422
2025-04-25 02:56:47,S01,2.852612,0.00031,-77.179663,-78.68468
2025-04-25 03:56:47,S01,2.054365,0.273645,-96.779645,3.574677
2025-04-25 04:56:47,S01,3.114671,0.000396,-69.582996,-55.499601
2025-04-25 05:56:47,S01,2.973293,0.000363,-64.73868,-78.398911
2025-04-25 06:56:47,S01,3.179127,0.000336,-79.054164,-62.584505
2025-04-25 07:56:47,S01,3.173333,0.000329,-55.681122,-68.277226
2025-04-25 08:56:47,S01,2.808074,0.000367,-60.418682,-58.31659
2025-04-25 09:56:47,S01,3.174084,0.000378,-70.329055,-62.035186
2025-04-25 10:56:47,S01,2.757941,0.000322,-64.488391,-76.955104
2025-04-25 11:56:47,S01,3.197992,0.000363,-52.755084,-76.031105
2025-04-25 12:56:47,S01,2.946899,0.000308,-66.349347,-61.037608
2025-04-25 13:56:47,S01,2.957469,0.000313,-72.707166,-66.356929
2025-04-25 14:56:47,S01,3.10667,0.000366,-60.607161,-51.501047
2025-04-25 15:56:47,S01,3.110969,0.000336,-58.001011,-54.300617
2025-04-25 16:56:47,S01,2.849356,0.000308,-61.578318,-58.905064
2025-04-25 17:56:47,S01,3.217878,0.000351,-70.190141,-54.630384
2025-04-25 18:56:47,S01,2.997294,0.000327,-73.709136,-68.238381
2025-04-25 19:56:47,S01,2.033968,0.11671,-97.192772,3.981185
2025-04-25 20:56:47,S01,3.221271,0.000369,-75.151652,-56.24512
2025-04-25 21:56:47,S01,3.236788,0.000328,-63.161201,-66.97803
2025-04-25 22:56:47,S01,2.859476,0.000356,-58.967785,-61.310355
2025-04-25 23:56:47,S01,2.97093,0.000395,-59.395552,-69.345148
2025-04-26 00:56:47,S01,3.132193,0.00038,-73.452365,-63.439958
2025-04-26 01:56:47,S01,2.873766,0.000376,-77.829537,-66.674041
2025-04-26 02:56:47,S01,3.243669,0.000333,-54.425106,-73.898453
2025-04-26 03:56:47,S01,3.020861,0.00032,-54.638315,-75.382489
2025-04-26 04:56:47,S01,2.241704,0.266391,-95.690815,3.799574
2025-04-26 05:56:47,S01,2.226852,0.179556,-97.554433,3.90418
2025-04-26 06:56:47,S01,3.080746,0.000386,-69.762714,-55.536604
2025-04-26 07:56:47,S01,2.977215,0.000398,-50.197591,-71.827226
2025-04-26 08:56:47,S01,3.043073,0.000386,-52.326227,-65.300849
2025-04-26 09:56:47,S01,2.92346,0.000324,-54.347131,-55.19506
2025-04-26 10:56:47,S01,3.157466,0.000354,-58.425778,-75.115641
2025-04-26 11:56:47,S01,2.773459,0.000349,-71.909531,-59.910503
2025-04-26 12:56:47,S01,3.002579,0.000302,-51.682231,-64.058656
2025-04-26 13:56:47,S01,3.027018,0.000338,-68.699692,-77.299401
2025-04-26 14:56:47,S01,2.209339,0.292459,-91.410207,3.949115
2025-04-26 15:56:47,S01,2.751743,0.000379,-76.432354,-64.753369
2025-04-26 16:56:47,S01,3.243209,0.000329,-72.059918,-51.734796
2025-04-26 17:56:47,S01,3.113633,0.000347,-77.718418,-57.857382
2025-04-26 18:56:47,S01,2.120086,0.266534,-93.217491,3.826498
2025-04-26 19:56:47,S01,2.919716,0.000358,-59.150832,-66.022637
2025-04-26 20:56:47,S01,2.934065,0.000343,-63.214317,-54.212241
2025-04-26 21:56:47,S01,2.870345,0.000309,-62.328868,-78.300531
2025-04-26 22:56:47,S01,2.905685,0.000336,-67.792062,-50.603183
2025-04-26 23:56:47,S01,3.012323,0.000338,-75.000771,-64.774703
2025-04-27 00:56:47,S01,2.848645,0.000359,-64.812539,-53.435065
2025-04-27 01:56:47,S01,2.839071,0.000347,-72.185254,-67.415223
2025-04-27 02:56:47,S01,2.973808,0.000337,-79.016523,-51.854752
